Adhola,English
Owotho moth paka oyido kec neko aka doko ool,He was hungry and tired and walked very slowly.
Munyo otundo Paracam oyido ji jowero aka jo mielo,"When he arrived at Nyamani village, people were singing and dancing"
Oyido jo tieko camo cemo je!,They had already eaten all the food!
"Munyo Otoyo owinjo ni cemo orumo, opodho to tho atha
","When he heard that there was no food, Otoyo fainted"
Okeŋ riŋo ma kalima ario je , He had missed meat from both parties
Munyo ocerino omiy go nyuka nyaka mathin i kikombe,"When he recovered, he got some porridge in a small cup!"
Kir konon Otoyo fodi kec neko aneka,"Otoyo walked home again, still hungry"
Bul,Drum
Bul obedo thum maber swa i piny mawan wok con,The drum has always been an important musical instrument in our community
Wa maro bunde! , We love drums!
"Wa kuro bunde ma kite ma opokere opokere: madongo, m'oripripo gima'dundo","We have drums of different sizes: big, medium-sized and small"
"Wa goyo bunde gi ludhe kosa gi lweti wan
","We play drums using beaters, or with our fingers"
Wa goyo bunde ndir je ri atoŋa ma opokere opokere,We play drums for various reasons
"Wa goyo bunde gi wer, miel, kalima kosa teko","We play drums with songs and dances, for feasts and in bad times"
"Bunde loko wer maloŋo, ico ji miel aka kelo siem i kalima",Drums enrich songs and make people want to dance and make ceremonies colourful 
"Wagoyo bunde i kalima ma opokere opokere pakacwoko nyingi nyithindho, nywomirok, camo misiya, kosa yawo rut","We play drums during ceremonies for marriage and child naming, celebrating a new harvest or a twin birth."
"Wa goyo bunde ma tito rem kodi lwoŋo ji ka lielopodho ri wan
","We sound drums to announce grief and call people when death occurs
"
"Wa goyo bunde ma lwoŋo ji yiko waŋ pi, doyo royo, kosa gero ot ri ŋat ma oti aka odamba
","We sound drums to call people to clean wells, clear roads, or to build a hut for a needy old person


"
"
Ka okwal dhok i piny mawan, i goyo bunde ma lwoŋo ji",We sound drums to call people when cattle are stolen in our village
Ka romo le bedo i tindi pa rwoth bunde kworo ywak ma choko ji,"We sound drums to gather people for meetings at our chief's palace
"
Bunde lwoŋo ji kidho i odi Were i hola je ma lamo paka ma Sabiti gi ndelo ma lamo man je,"Drums call people to go to church for prayers on Sundays, and other prayer days"
Odoko wa goyo bunde ka wa wero i ka lamo Were aka wer bedo maloŋo,We also play drums to enrich songs when singing in churches
"Bul madwoŋ wero ni, “An a bul mba, an a bul mba, an a bul mbamba-mba-mba bul.” ","The big drum sounds, ""An a bul mba, an a bul mba, an a bul mbamba-mbamba bul."""
"To nyithindhi bunde lirodwondi jo ma thindho ni, “Tindiri, tindiri tindiri ti.” ","The small drums sing in their high pitches, ""Tindiri, tindiri tindiri ti.""
"
"Aka jo kworo kany'acel ni, “Tindiri mba, tindiri mba, tindiri mba-mbambamba, tindiri ti.”","Together they chorus, ""Tindiri mba, tindiri mba, tindiri mba-mbambamba, tindiri ti!"""
"Cango congo, oyido ogwange jo ngoye gi tyendi gin.","Long time ago, animals had no legs
"
Maguru oyido omiyo ji kende tyendi jo,"Only people had legs, which Maguru gave to them
"
"Maguru to bedo gi paro ma miyo kisi ogwaŋ tyende.
","One day, Maguru decided to give legs to every animal
"
Ogwange oyido jo mito tyendi jo ma woth kodi ma ŋwec,The animals wanted  legs so that they could walk and run
Oyido tek ri jo kirweta arweta ka jo wotho.,They found it hard to crawl
"Munyo ndelo otundo, ogwange mupokere opokere jurweta kiri i ot pa Maguru","When the day came, many animals went to Maguru's house"
Maguru opoko ogwange kodi winyini tyendi jo,Each animal was given four legs
Birds were given two legs each,Birds were given two legs each
Ogwange megi jo myelo aka megi jo podho piny.,Some animals danced for joy and others fell down.
"To jo waco gi kisangala ni, ""Wa kila kirweta doko ka wa wotho.""","The animals said, ""We will never crawl again."""
Ongongolo oyido obedo macowe i bol.,The last one in the line was Millipede 
"Maguru omiyo Ongongolo tyendi mudoŋ jye
"," Maguru gave Millipede all the remaining legs
"
"Ongongolo okoko gi kisangala ni, ""Ale wotho piyo piyo loyo ji je.""","Millipede was very happy and  said, ""I will move faster than others."""
Thwol otundo munyo ocow poko tyendi je ,Snake arrived so that he can receive legs
Oywakero ni womiy go tyendi moro,He pleaded to be  given me some legs
"Thwol owaco ri Maguru ni, ""Agalo rupiri anindo tektek.""","Snake said to Maguru, ""I overslept."""
Maguru ku nyalo nwaŋo ri Thwol tyendi moro je,Maguru couldn't find some legs for Snake
"Woki ndelo no, Thwoli fodi kuro nwaŋo tyende","From that day, Snake is waiting  to get legs"
Lyec Gi Ŋokino ,Elephant and Chameleon
"Cango, cango, cango i tindi moro obedo iye kere gi nyare maber swa","Once upon a time in a big palace, there lived a king and his beautiful daughter, the princess"
Oyido peco pa lyec nitye yuthenge acel ma tindi no,Elephant lived in a house on one side of the palace
Aka okino oyido bende bedo yuthenge man,Chameleon lived on the other side
"I hongo no, ceŋ  olyel tektek swa i piny gi pi
","At this time, there was a terrible drought across the land. "
 To kere bedo gi paro to lwongo jo ger pere aryo me bino i tindi pere,The king had an idea and called his two neighbours to the palace
"Kere owaco ri Lyec gi Ŋokino ni, ""Amito wi nyon piny gi tyendi win nyuka pi wok."" ","The king said to Elephant and Chameleon, “I want you to stomp on the ground with your feet until water comes out.” "
Kere ociko ni le miyo nyare ri ŋat meno ma onyal wodho pi,The king promised the princess in marriage to the one who succeeded
Ŋokino ku bedo gi geno paka go oyido thin swa,Chameleon had no hope since he was very small
Lyec osangala swa paka go oyido dwoŋ tektek aka nitye gi men, Elephant was extremely happy since he was so big and powerful
Lyec okidho i ndelo to cako nyono piny,Elephant went to the field and started stomping on the ground
"Fukefuke mathoth oduny, to pi ku wok","A lot of dust came, but no water 
"
Lyec onyono anyona piny to ol,Elephant stomped on the ground but he was too tired.
 Pi oyido cegin wok!,Water was almost coming out
 To miyo Ŋokino silwany ni bende wo tem, He gave Chameleon a chance to try
Ŋokino to cako nyono piny,"Chameleon started stomping on the ground 
"
"I hongo macek won, to pi wok","After a short while, water came out"
i jo kunyalo yeyo gi ma ju neno gi waŋ jo,People could not believe their eyes
To kere miyo Ŋokino nyare maber,So the King gave the beautiful princess to Chameleon
Omiyo Lyec wotho munyo kumo,That's why Elephant walks while angry
Me Azizi ,This is Azizi
Azizi obedo dole paran,Azizi is my doll
Amaro Azizi rupir go bwonjo i kisi sawa,I like Azizi because he always smiles
Ka acew alwoko waŋan,After I wake up I wash my face
To arango Azizi,Then I look for Azizi
Ka anwaŋo Azizi agwaro rigo wiye,When I find Azizi I brush his hair
Apidho Azizi bende ka acamo cemo m'odikin,When I eat breakfast I feed Azizi
Ka acamo swit amiyo Azizi acel,When I eat sweets I give one to Azizi
To Azizi ki cam swit pere,But Azizi never eats his sweet 
 Akuya ni iraŋo!,I wonder why!
Awotho thoko dyedipo ka adimo thiw yen,I walk around the compound picking flowers
Amiyo Azizi thiw yen,I give a flower to Azizi
"Go kiwac kada ni, ""Walwa!""","But he never says, “Thank you.”"
A lwoko Azizi m'olony ka fodi mama ku lwokan,I wash Azizi clean before my mother bathes me
A ruko ri Aziz nanga m'obokere rupir amaro cal m'obokere,I dress Azizi in red because I love the colour red
"When I go to sleep, I lay Azizi beside me",Aketho Azizi dhu butan ka akidho nindo
Anyalo idho! ,I can climb!
Ka nyathi mathini fwojere idho malo,"Here, a little boy learns to climb up"
To go nyalo loro pinyi? ,But can he climb down?
Kitabo me obedo achieli kwongi kitabibi angweni i 'Dongo malo'.,This book is one of the four books in the 'Growing Up' series
Abedo jiyachi madwongi same,I am a big boy now.
Anyalo idho malo ma madala, I can climb up the steps.
To akinyali loro pinyi doko,But I cannot climb down again
Anyalo idho iwi komi,I can climb on a chair
Anyalo idho iwi komi tamedere iwi meza!,"I climb on to the chair, and then on the table!"
Akoko ni baba! baba!,I shout “Papa! Papa!” 
"Baba nyero  towacho ni, 'Sonu fwonjere loro pinyi'.","Papa laughs and says  “Sonu, learn to climb down!” "
Anigi bwoki,I am afraid
To aki ywaki.,But I do not cry
" Waŋ Ceŋ, Dwe, kodi Pi","Sun, Moon and Water"
"Cango, cango, Ceŋ kodi Pi oyido jo mere","Many years ago, Sun and Water were great friends
"
Oyido j'aryo je jo bedo i Piny ka kanyacel,Both lived on earth together
"Ceŋ oyido maro lyewo Pi radhik, to oyido Pi ki lyewi Ceŋ","Sun used to visit Water very often, but Water never went to visit Sun"
Rumacen Ceŋ openjo Pi gi ma miyo go ki lyewi ye jo,"At last Sun asked Water why he never came to visit. 
"
Pi odwoko ni ot pa Ceŋ gin thin swa aka ka go obin gi wade pere nyalo ryemo woko Ceŋ,Water replied that Sun's house was too small and if he come with his family they will  drive Sun out
"To go waco ni, “Ka i yenyo ni alyewin, i ripo gero dye dipo ma lac","Then Water said, “If you wish me to visit you, build a very large compound "
" Ji paran dit swa, aka jo tero ka bedo ma mathoth","My people are very many, and take up a lot of room"
 Ceŋ ociko ni le geto dye dipo ma lac swa,Sun promised to build a very big compound
Odok peco both dhako pere ma i lwoŋo ni Dwe,"Sun returned home to his wife, Moon. 
"
 Dwe ojolo go gi bwonjo m'oasere,Moon greeted him with a broad smile
Ceŋ owaco ri Dwe gi ma go ociko Pi,Sun told Moon what he had promised Water
Yawere mere ocako gero dye dipo ma lac swa ma le kuro iye mere pere,"The next day he started building a huge compound in which to entertain his friend
"
"Munyo orumo, okwayo Pi bino lyewo jo yawere mere","As soon as the compound was completed, he asked Water to come and visit them"
"Munyo Pi otundo, openjo Ceŋ ka inen ongoye gi ma cero go donjo","When Water arrived, he asked Sun whether it would be safe for him to enter"
"Ceŋ odwoko ni, “Ongoye! donji mere paran.”","“Yes, come in, my friend,” Sun answered"
To Pi cako mol donjo i ot ,Water began to flow in
"gi jo kwaŋ pere: ngona, rec, ogwale, thwondhe, othyololo, kacwe, ofuk, kanyacel gi ogwange je ma Pi.","He was accompanied by crocodiles, fish, frogs, snakes, snails, flukes, turtles, and all the water animals
"
Pi opoŋ otundo i congi jo,Very soon Water was kneedeep
Openjo Ceŋ ka ineni fodi jo nyalo medere donjo to Ceŋ odoko yeyo,"He asked Sun if it was still safe
"
Ri ameno Pi omedere donjo,"“Yes,” Sun again answered. So more of water's people came in"
Pi otundo mwonyo wic dhano,Water reached the level of the top of a person's head
"To go penjo ceŋ ni, “Fodi imito ji paran man jo wo donji?”","He asked Sun, “Can more of my people come in?”"
Ceŋ gi Dwe je to jo yeyo,Sun and Moon both agreed
Ameno Pi omol amola tundo kuma Ceŋ gi Dwe jo ayi to jothundhere malo wi kisul,"Water flowed on, until Sun and Moon had to perch themselves on the top of the roof"
Ji pa Pi jo mula mula i ot,Water's people continued to rush in
Ma Piyo Piyo Pi otundo i kisul ot,Very soon they reached the top of the roof
Ceŋ gi Dwe to jo idhere to jo kadho de i polo kama,Sun and Moon were forced to go up into the sky
 jo doŋ iye wok ndir no,They have remained in the sky ever since
KUDINI KORONA,CORONAVIRUS
N'geri ma pokere iye?,How is it spread?  
Inyalo nwang'o kudini ma Korona ka I geyo giro pa n'gata tuwo kosa lawi mawuto kama othoni iye. ,You can get infected with Coronavirus if you get in contact with an infected person's sneeze or cough droplets
Kudini ma Korona rach swa aka nyayi tekiteki doko nyalo kelo tho  ,"Coronavirus is dangerous, spreads fast and can lead to death"
Inyalo geng'o nwa'ngo tuwo Korona luwo kwo'ngi giratima me:,You can prevent getting infected with Corona by observing the following:
Gwokere kwo'ngi dhano manitiye kodi ranyuthi ma wolo gi modhino umijo.,Avoiding contact with anyone  with a cold or flu-like symptoms
Umi dhokini kodi umini ka iwolo kodi giro iyi bon'gi mulonyi,Covering the nose and mouth when sneezing and coughing with a tissue or flexed elbow
Ketho kineni malwoko chi'ngini gi pi kodi sabuni.,Regularly washing your hands  with water and soap 
Tecli rin'go maberi kodi to'ngi kweno mucheki ma beri kichutho,Thoroughly cooking meat and  eggs
lkiri bende imulo ogwange madudi kanyacheli kodi apidha pecho miki ruko ragwoki ikwo per',Avoiding unprotected contact with live wild or farm animals
"N'geyo mathoth, twongi Kwethi ma mako kwo'ngi kwo isimo:","For more information, call the Ministry of Health toll free line on:"
Ranyuthi gi ranena ma tuwo kudini Korona?                                 ,Signs and symptoms
 Modhino umijo                        ,Fever 
Wolo                                   ,Cough   
Adhola idwondi jo                    ,Sore throat 
Peko iyuwe     ,Shortness of breath 
wanitye nokinoki iniang i timo tich mawan,We’re just a few formalities away from getting down to work.
Jume teri ye sawa perin i neni gima wamiyo,Please take the time to review our offer.
"Nitye iye thenethene maberi ma mako kwongi michi, bero kodi chicki ma ini nwango tich kodi Agoya Limited","It includes important details about your compensation, benefits and the terms and conditions of your anticipated employment with Ogayo Limited."
"Ogoya Limited miyo (sawa jye, adech sawa, kodi megi jye...)kabedo ma tic rini paka(Nyingi tich),","Ogayo Limited is offering a [full time, part time, etc] position for you as [job title], reporting to [immediate manager/supervisor] starting on [proposed start date] at [workplace location]."
sawa ma mitere ma tic obedo [ndelo ma sabiti kodi saw ma tich].,Expected hours of work are [days of week and hours of work].
"I kifwo me, Agayo Limited omiyo chako chulo pesa dollars kosa misara ma sawa kosa oro gi pi.","In this position, Ogayo Limited is offering to start you at a pay rate of dollar amount or annual base salary per year, hour, annual salary, etc."
"I lachulin ma sabiti, i dwe, kodi megi..ma lackakere I hongo macul ma bino","You will be paid on a weekly, monthly, etc basis, starting date of next pay period."
Paka ja tic mapa Ogayo Limited I la nwango thieli ma kitinda kwo perin,As an employee of Ogayo Limited you will be eligible for health insurance.
Jume kethi ranuthi manyutho ni i soma aka iyere gi tich ma wamiyini ka i ketho chingini kodi ndelo ma dwe ma yeyirok me kora mafoudi chwe ma tich me korumo,Please indicate your agreement with these terms and accept this offer by signing and dating this agreement on or before offer expiration date.
"Me a bol ma nywolirok pa Yesu Kristo, nyakwar Daudi, nyakwar Ibrayimu","A record of the genealogy of Jesus Christ the son of David, the son of Abraham"
"Ibrayimu onywolo Isaka, Isaka to nywolo Yakobo, Yakobo to nywolo Yuda gi wutumin go;","Abraham was the father of Isaac, and Isaac the father of Jacob, and Jacob the father of Judah and his brothers"
"Yakobo to nywolo Yozefu, mobedo chwor Marya, monywolo Yesu milwoŋo ni Kristo.","Jacob fathered Joseph the husband of Mary, of whom Jesus was born, who is called Christ. "
